Title,Date,Content
"Jsw Steel share price Today :Jsw Steel closed today at ₹794.15, up 0.9% from yesterday's ₹787.05","21 Aug 2023, 10:41:50 AM IST","The current data for JSW Steel stock shows that the price is₹791.75, with a percent change of 0.6 and a net change of 4.7. This means that the stock price has increased by 0.6% or 4.7 points. This indicates a positive movement in the stock's value. However, without additional information, it is difficult to determine the overall trend or significance of this change in the stock price.Click here forJsw Steel Dividend"
"Jsw Steel share price Today :Jsw Steel closed today at ₹794.15, up 0.9% from yesterday's ₹787.05","21 Aug 2023, 10:41:39 AM IST","JSW Steel is currently trading at a spot price of 791.05. The bid price is slightly lower at 790.55, while the offer price is slightly higher at 791.2. The offer quantity is 2700, indicating the number of shares available for purchase at the offer price. On the other hand, the bid quantity is 1350, showing the number of shares investors are willing to buy at the bid price. The open interest stands at 17,374,500.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹794.15, up 0.9% from yesterday's ₹787.05","21 Aug 2023, 10:06:17 AM IST","Jsw Steel stock is currently trading at a price of₹789.45. There has been a 0.3 percent increase in the stock's value, resulting in a net change of 2.4 points."
"Jsw Steel share price Today :Jsw Steel closed today at ₹794.15, up 0.9% from yesterday's ₹787.05","21 Aug 2023, 10:00:52 AM IST","JSW Steel is currently trading at a spot price of 789.5 with a bid price of 789.8 and an offer price of 790.4. The offer quantity is 2700 and the bid quantity is 1350. The open interest for JSW Steel is 17,385,300.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹794.15, up 0.9% from yesterday's ₹787.05","21 Aug 2023, 09:42:24 AM IST","JSW Steel stock is currently trading at a price of₹791.05, with a 0.51% increase in the stock price. This translates to a net change of 4. The stock is performing positively, indicating that investors are showing confidence in the company."
"Jsw Steel share price Today :Jsw Steel closed today at ₹794.15, up 0.9% from yesterday's ₹787.05","21 Aug 2023, 09:01:35 AM IST",The current price of JSW Steel stock is₹787.05. It has experienced a decrease of -0.36% in percentage change and a net change of -2.85. This suggests that the stock has dropped in value.
"Jsw Steel share price Today :Jsw Steel closed today at ₹794.15, up 0.9% from yesterday's ₹787.05","21 Aug 2023, 08:24:58 AM IST","On the last day, JSW Steel had a trading volume of 112,758 shares on the Bombay Stock Exchange (BSE). The closing price of the stock was₹789.9."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 06:36:32 PM IST","Today, the closing price of JSW Steel stock is₹788.2, which represents a decrease of 0.89%. The net change in the stock price is -7.05. Yesterday, the closing price was₹795.25."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 05:07:36 PM IST","JSW Steel stock's low price for the day was₹784, while the high price reached₹796.8."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 03:21:44 PM IST","JSW Steel is currently trading at a spot price of 790.85 with a bid price of 792.2 and an offer price of 792.7. The bid quantity and offer quantity are both at 1350. The stock has an open interest of 18,048,150.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 03:16:33 PM IST",The stock of JSW Steel Limited has a 52-week low price of 614.20 and a 52-week high price of 835.00.
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 03:03:26 PM IST","JSW Steel stock is currently priced at₹789.05. It has experienced a percent change of -0.78, indicating a decrease in value. The net change is -6.2, suggesting a decline in the stock price.Click here forJsw Steel Profit Loss"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 02:52:47 PM IST","JSW Steel is currently trading at a spot price of 787.75. The bid price is 789.35, with a bid quantity of 1350. The offer price is 789.9, with an offer quantity of 1350. The open interest stands at 18,104,850.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 02:44:17 PM IST","The current data for JSW Steel stock shows that the price is₹788.9, with a percent change of -0.8 and a net change of -6.35. This indicates that the stock price has decreased by 0.8% and has experienced a net decrease of 6.35 points."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 02:08:02 PM IST","JSW Steel is currently trading at a spot price of 786.65. The bid price for the stock is 787.0, while the offer price is 787.45. The offer quantity stands at 1350, with an equal bid quantity. The open interest for JSW Steel is 17984700.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 02:01:40 PM IST","The current data for JSW Steel stock shows that the price is₹787.7, with a percent change of -0.95 and a net change of -7.55. This indicates that the stock price has decreased by 0.95% and the net change is a decrease of₹7.55."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 01:47:56 PM IST","JSW Steel, currently trading at a spot price of 785.1, has a bid price of 786.7 and an offer price of 787.25. The offer quantity stands at 2700, while the bid quantity is 1350. The stock has an open interest of 17,968,500.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 01:42:02 PM IST",The current data for JSW Steel stock shows that its price is₹785.9 with a percent change of -1.18 and a net change of -9.35. This means that the stock has decreased in value by 1.18% and has experienced a decrease of 9.35 points.
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 01:10:37 PM IST","JSW Steel is currently trading at a spot price of 785.8. The bid price is slightly higher at 786.0, while the offer price is slightly lower at 786.4. The offer quantity and bid quantity stand at 1350 each. The open interest for JSW Steel is 17,919,900.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 01:08:04 PM IST","Based on the current data, the stock price of JSW Steel is₹787.25. There has been a percent change of -1.01, indicating a decrease in value. The net change is -8, suggesting that the stock has dropped by 8 points."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 01:07:01 PM IST","JSW Steel stock's low price for the day was₹784, while the high price reached₹796.8."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 12:55:40 PM IST","JSW Steel is currently trading at a spot price of 786.35. The bid price stands at 786.7 with a bid quantity of 1350 shares, while the offer price is 787.25 with an offer quantity of 1350 shares. The open interest for this stock is 17,892,900.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 12:42:31 PM IST","The current data of JSW Steel stock shows that its price is₹786.35. There has been a percent change of -1.12, indicating a decrease in the stock's value. The net change is -8.9, meaning the stock has decreased by 8.9 units."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 12:06:22 PM IST","JSW Steel is currently trading at a spot price of 786.55. The bid price is slightly higher at 786.7, while the offer price is 787.0. The offer quantity stands at 2700, while the bid quantity is 1350. The open interest for JSW Steel is 17,809,200.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 12:01:38 PM IST","Based on the current data, the stock price of JSW Steel is₹784.1. There has been a percent change of -1.4, indicating a decrease in value. The net change is -11.15, which means that the stock has decreased by₹11.15.Click here forJsw Steel AGM"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 11:44:50 AM IST","JSW Steel is currently trading at a spot price of 786.85. The bid price is slightly higher at 787.0, while the offer price is 787.3. The offer quantity stands at 1350, indicating a higher selling interest, compared to the bid quantity of 5400. The open interest for JSW Steel is 17903700, suggesting a significant amount of outstanding contracts.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 11:41:46 AM IST","The current data for JSW Steel stock shows that the price is at₹787.5, with a percent change of -0.97 and a net change of -7.75. This indicates that the stock price has decreased by 0.97% and the value has decreased by₹7.75."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 11:07:58 AM IST","JSW Steel is currently trading at a spot price of 790.55. The bid price is slightly lower at 790.35, while the offer price is slightly higher at 790.85. Both the bid and offer quantities stand at 2700. The open interest for JSW Steel is quite high at 17,907,750.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 11:05:44 AM IST",JSW Steel stock's current day's low price is₹789.4 and the high price is₹796.8.
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 11:04:51 AM IST",JSW Steel stock is currently priced at₹790.3 with a percent change of -0.62 and a net change of -4.95. This indicates a slight decrease in the stock price.
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 10:46:12 AM IST","JSW Steel is currently trading at a spot price of 790.7. The bid price is 790.25 and the offer price is 790.7. The offer quantity is 2700 and the bid quantity is also 2700. The open interest for JSW Steel is at 17,914,500.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 10:45:48 AM IST","The current data for JSW Steel stock shows that its price is₹790.4, which represents a percent change of -0.61. This means that the stock has decreased in value by 0.61%. The net change in the stock price is -4.85, indicating a decrease of₹4.85."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 10:07:47 AM IST","JSW Steel is currently trading at a spot price of 792.6 with a bid price of 792.7 and an offer price of 793.4. The offer quantity stands at 1350 shares, while the bid quantity is also 1350 shares. The stock has an open interest of 17,860,500.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 10:03:11 AM IST","The current data for JSW Steel stock shows that the price is₹792. There has been a decrease of 0.41% in the stock price, resulting in a net change of -3.25. This indicates that the stock has experienced a slight decline in value.Click here forJsw Steel Profit Loss"
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 09:48:42 AM IST",JSW Steel's stock price is currently₹794.4 with a percent change of -0.11 and a net change of -0.85. This indicates a slight decrease in the stock price.
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 09:00:03 AM IST","The current data of JSW Steel stock shows that the price is₹795.55, with a percent change of -0.54 and a net change of -4.35. This indicates that the stock price has decreased by 0.54% and has decreased by₹4.35."
"Jsw Steel share price Today :Jsw Steel closed today at ₹788.2, down -0.89% from yesterday's ₹795.25","17 Aug 2023, 08:00:16 AM IST","On the last day of trading, JSW Steel had a volume of 62,213 shares on the BSE. The closing price for the stock was₹799.9."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 06:33:06 PM IST","JSW Steel stock closed at₹799.9 today, marking a decrease of 2.47% or a net change of -20.25 rupees. This is compared to yesterday's closing price of₹820.15."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 05:07:11 PM IST",The JSW Steel stock had a low price of₹793.4 and a high price of₹819 on the current day.
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 03:25:00 PM IST","JSW Steel is currently trading at a spot price of 800.25. The bid price stands at 803.0, while the offer price is 803.25. The offer quantity and bid quantity both stand at 1350. The open interest for JSW Steel is at 18,311,400.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 03:04:11 PM IST","The current data for JSW Steel stock shows that the price is₹800.55, with a percent change of -2.39 and a net change of -19.6. This indicates that the stock has experienced a decrease in value, with a negative percentage change and a decrease in price by 19.6 points."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 02:41:05 PM IST","JSW Steel stock currently has a price of₹798.5, representing a percent change of -2.64. This indicates a decrease in value of 2.64%. The net change is -21.65, indicating a decrease of₹21.65 in the stock price."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 02:23:19 PM IST","JSW Steel is currently trading at a spot price of INR 798.75. The bid price stands at INR 800.85, while the offer price is at INR 801.2. The offer quantity is 1350, matched by a bid quantity of 1350. The stock has an open interest of 18,378,900.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 02:05:20 PM IST","The current data for JSW Steel stock shows that the price is₹799.5. There has been a percent change of -2.52, indicating a decrease in value. The net change is -20.65, indicating a decrease of₹20.65. Overall, the data suggests that JSW Steel stock has experienced a decline in value."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 01:41:00 PM IST","JSW Steel stock is currently trading at a price of₹797.7. The stock has experienced a 2.74% decrease in value, resulting in a net change of -22.45."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 01:26:15 PM IST","JSW Steel is currently trading at a spot price of 797.45. The bid price is 799.8, while the offer price is 800.2. The offer quantity stands at 1350, with a bid quantity of 1350. The open interest of JSW Steel is 18,381,600.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 01:09:31 PM IST",JSW Steel stock reached a low price of₹793.4 and a high price of₹819 on the current day.
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 01:03:24 PM IST","The current stock price of JSW Steel is₹797.75. There has been a percent change of -2.73, indicating a decrease in the stock price. The net change is -22.4, suggesting a decrease of₹22.4 in the stock price."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 12:41:57 PM IST","The current price of JSW Steel stock is₹799.05, with a percent change of -2.57. This indicates that the stock has decreased by 2.57% from the previous trading session. The net change in the stock price is -21.1, suggesting a decrease of₹21.1 from the previous closing price."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 12:32:46 PM IST",JSW Steel is currently trading at a spot price of 800.6. The bid price is 803.0 and the offer price is 803.5. The offer quantity is 1350 and the bid quantity is also 1350. The open interest for JSW Steel is 18484200.Disclaimer :The futures data is at a delay of 15 minutes
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 12:04:05 PM IST","The current data for JSW Steel stock shows that the price is₹799, which represents a percent change of -2.58. This means that the stock has decreased by 2.58% compared to its previous value. The net change is -21.15, indicating that the stock has decreased by₹21.15 in value."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 11:42:37 AM IST","JSW Steel stock is currently trading at a price of₹798.45. There has been a decrease in the stock price by 2.65%, resulting in a net change of -21.7. This indicates a downward trend in the stock's performance.Click here forJsw Steel News"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 11:29:16 AM IST","JSW Steel is currently trading at a spot price of 795.5 with a bid price of 799.05 and an offer price of 799.6. The offer quantity is 1350 shares and the bid quantity is also 1350 shares. The open interest is at 18,549,000 shares.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 11:07:37 AM IST","Today, JSW Steel stock reached a low of₹793.4 and a high of₹819."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 11:02:34 AM IST","JSW Steel stock is currently priced at₹794.7, with a percent change of -3.1% and a net change of -25.45. This indicates a decrease in the stock price and a negative market sentiment. Investors may need to monitor the stock closely to determine if this downward trend continues.Click here forJsw Steel Dividend"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 10:41:40 AM IST","The current data for JSW Steel stock shows that the price is₹799, with a percent change of -2.58 and a net change of -21.15. This means that the stock has decreased in value by 2.58% and has experienced a net decrease of₹21.15."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 10:26:15 AM IST","JSW Steel is currently trading at a spot price of 800.9. The bid price is slightly higher at 804.15, while the offer price is 804.55. The bid and offer quantities are both 1350. The stock has a significant open interest of 18,468,000.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 10:05:41 AM IST","The current price of Jsw Steel stock is₹800.75, which represents a decrease of 2.37% from the previous trading day. The net change in price is -19.4, indicating a significant drop in value.Click here forJsw Steel Profit Loss"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 09:47:52 AM IST","The current data of JSW Steel stock shows that the stock price is₹800, which represents a percent change of -2.46. This means that the stock has decreased by 2.46% compared to the previous trading session. The net change in the stock price is -20.15, indicating a decrease of₹20.15."
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 09:29:12 AM IST","JSW Steel is currently trading at a spot price of 815. The bid price and offer price are both 0.0, indicating that there are no current buy or sell orders for the stock. The open interest for JSW Steel is 18,374,850, suggesting significant trading activity in the stock.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹799.9, down -2.47% from yesterday's ₹820.15","14 Aug 2023, 09:00:15 AM IST","On the last day of trading, JSW Steel had a trading volume of 60,713 shares on the BSE. The closing price of the stock was₹831.95."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 06:30:11 PM IST","JSW Steel stock closed at₹785.95 today, with a net change of 3.1 and a percent change of 0.4. Yesterday, the stock closed at₹782.85."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 05:11:51 PM IST",JSW Steel stock reached a low of₹784 and a high of₹791.85.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 03:41:50 PM IST","The current price of JSW Steel stock is₹784.7 with a net change of 1.85, representing a percent change of 0.24. This indicates that the stock has slightly increased in value."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 03:26:06 PM IST",JSW Steel is currently trading at a spot price of 787.95. The bid price is 786.0 and the offer price is 786.5. The offer quantity is 1350 and the bid quantity is 2700. The open interest for the stock is 6960600.Disclaimer :The futures data is at a delay of 15 minutes
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 03:06:16 PM IST","The current stock price of JSW Steel is₹786.3, which represents a 0.44% increase from the previous trading day. The net change in the stock price is 3.45."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 02:49:17 PM IST","The current price of JSW Steel stock is₹784.65, with a percent change of 0.23 and a net change of 1.8. This indicates a slight increase in the stock price."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 02:41:12 PM IST",Top active call options for Jsw Steel at 30 Aug 14:41 were at strike price of₹790.0 (Expiry : 31 AUG 2023) &₹800.0 (Expiry : 31 AUG 2023) with prices₹2.4 (-20.0%) &₹1.0 (-33.33%) respectively.Top active put options for Jsw Steel at 30 Aug 14:41 were at strike price of₹780.0 (Expiry : 31 AUG 2023) &₹770.0 (Expiry : 31 AUG 2023) with prices₹2.0 (-51.22%) &₹0.8 (-46.67%) respectively.Disclaimer:The Futures & Options data is at a delay of 15 minutes.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 02:07:59 PM IST","The current price of JSW Steel stock is₹785.45, representing a net change of 2.6 or a percentage change of 0.33. This means that the stock price has increased slightly by 2.6 points or 0.33% compared to the previous trading session. It is important to note that this data is subject to change as the stock market is dynamic and prices can fluctuate throughout the trading day."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 02:02:18 PM IST","JSW Steel is currently trading at a spot price of 786.65. The bid price is slightly higher at 787.3 and the offer price is 787.65. The bid quantity stands at 2700, while the offer quantity is 1350. The open interest for JSW Steel is 6841800.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 01:47:43 PM IST","Based on the current data, the stock price of JSW Steel is₹786.8. There is a 0.5% percent change, which indicates a slight increase in the stock price. The net change is 3.95, suggesting a positive movement in the stock.Click here forJsw Steel Key Metrics"
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 01:21:48 PM IST",Top active call options for Jsw Steel at 30 Aug 13:21 were at strike price of₹790.0 (Expiry : 31 AUG 2023) &₹800.0 (Expiry : 31 AUG 2023) with prices₹3.95 (+31.67%) &₹1.55 (+3.33%) respectively.Top active put options for Jsw Steel at 30 Aug 13:21 were at strike price of₹780.0 (Expiry : 31 AUG 2023) &₹770.0 (Expiry : 31 AUG 2023) with prices₹1.4 (-65.85%) &₹0.45 (-70.0%) respectively.Disclaimer:The Futures & Options data is at a delay of 15 minutes.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 01:12:17 PM IST",The low price of JSW Steel stock today is₹784 and the high price is₹791.85.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 01:04:14 PM IST","As of the current data, the stock price of JSW Steel is₹788.9. There has been a 0.77 percent change, resulting in a net change of 6.05.Click here forJsw Steel Board Meetings"
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 12:48:21 PM IST","JSW Steel, a leading steel manufacturer in India, currently has a spot price of 788.5. The bid price stands at 789.35 with a bid quantity of 1350, while the offer price is 789.55 with an offer quantity of 1350. The stock has an open interest of 7006500. As of now, JSW Steel continues to be a popular choice in the market.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 12:41:48 PM IST",JSW Steel's stock price is currently at₹788 with a percent change of 0.66 and a net change of 5.15.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 12:05:16 PM IST","JSW Steel stock has a current price of₹789.4 with a net change of 6.55, representing a percent change of 0.84. This indicates that the stock has experienced a slight increase in value.Click here forJsw Steel AGM"
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 12:01:11 PM IST",Top active call options for Jsw Steel at 30 Aug 12:01 were at strike price of₹790.0 (Expiry : 31 AUG 2023) &₹800.0 (Expiry : 31 AUG 2023) with prices₹4.7 (+56.67%) &₹2.0 (+33.33%) respectively.Top active put options for Jsw Steel at 30 Aug 12:01 were at strike price of₹780.0 (Expiry : 31 AUG 2023) &₹770.0 (Expiry : 31 AUG 2023) with prices₹1.0 (-75.61%) &₹0.4 (-73.33%) respectively.Disclaimer:The Futures & Options data is at a delay of 15 minutes.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 11:40:04 AM IST",The current stock price of JSW Steel is₹789.65 with a percent change of 0.87 and a net change of 6.8. This means that the stock price has increased by 0.87% or₹6.8.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 11:27:00 AM IST","JSW Steel is currently trading at a spot price of 789.9. The bid price for the stock is 790.55, while the offer price is slightly higher at 790.8. The offer quantity is 1350, matching the bid quantity. The open interest for JSW Steel stands at 7033500.Disclaimer :The futures data is at a delay of 15 minutes"
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 11:07:10 AM IST",The JSW Steel stock reached a low price of₹784 and a high price of₹789.9 today.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 11:05:02 AM IST","The current data for JSW Steel stock shows that the price is₹789.9 with a 0.9% percent change and a net change of 7.05. This indicates that the stock has increased in value by 0.9% and has gained 7.05 points. Overall, this suggests that JSW Steel stock is performing well in the market."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 10:45:11 AM IST",Top active call options for Jsw Steel at 30 Aug 10:45 were at strike price of₹790.0 (Expiry : 31 AUG 2023) &₹800.0 (Expiry : 31 AUG 2023) with prices₹3.85 (+28.33%) &₹1.7 (+13.33%) respectively.Top active put options for Jsw Steel at 30 Aug 10:45 were at strike price of₹780.0 (Expiry : 31 AUG 2023) &₹770.0 (Expiry : 31 AUG 2023) with prices₹2.4 (-41.46%) &₹0.9 (-40.0%) respectively.Disclaimer:The Futures & Options data is at a delay of 15 minutes.
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 10:40:50 AM IST","Based on the current data, the stock price of JSW Steel is₹786.4, with a percent change of 0.45 and a net change of 3.55. This indicates a slight increase in the stock price."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 10:04:29 AM IST","The current price of JSW Steel stock is₹786.05. There has been a 0.41% increase in the stock price, resulting in a net change of 3.2."
"Jsw Steel share price Live :Jsw Steel closed today at ₹785.95, up 0.4% from yesterday's ₹782.85","30 Aug 2023, 10:03:29 AM IST",JSW Steel is currently trading at a spot price of 786.15 with a bid price of 786.15 and an offer price of 786.65. The offer quantity stands at 4050 while the bid quantity is 1350. The stock has an open interest of 7595100.Disclaimer :The futures data is at a delay of 15 minutes
