Title,Date,Content
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,The current data forReliance Powerstock shows that the price is₹28.34 with a percent change of -4.99% and a net change of -1.49. This indicates a negative movement in the stock price.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,The current data forReliance Powerstock shows that the price is₹28.34 with a percent change of -4.99 and a net change of -1.49. This indicates a decrease in the stock price. Investors should keep an eye on further market movements to make informed decisions.Click here forReliance Power Board Meetings
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,"Reliance Power stock's low price for the day was₹28.34, while the high price reached was₹30.65."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,The current data forReliance Powerstock shows that the price is₹28.34 with a percent change of -4.99 and a net change of -1.49. This indicates a decrease in the stock price.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,"As per the Technical Analysis, short term trend of Reliance Power share is Moderately Bearish and long term trend is Bullish"
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,Reliance Power stock's low price today was₹28.34 and the high price was₹30.65.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,"Reliance Powerstock is currently priced at₹28.34, reflecting a decrease of 4.99% or a net change of -1.49. This suggests a downward trend in the stock's performance."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,"Reliance Powerstock is currently priced at₹28.34, showing a decrease of 4.99% with a net change of -1.49. This indicates a downward trend in the stock's performance.Click here forReliance Power News"
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,Reliance Power stock's low price today was₹28.34 and the high price was₹30.65.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,"Reliance Powerstock is currently priced at₹28.34, showing a decrease of 4.99% in percentage change and a net decrease of₹1.49. Overall, the stock has experienced a decline in value based on the latest data."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,Reliance Power stock hit a low of₹28.34 and a high of₹30.65 on the current day.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,"Reliance Power stock is currently priced at₹28.34, experiencing a percentage decrease of -4.99%. The net change is -1.49, indicating a decrease in value."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,"The current data for Reliance Power stock shows that the price is at₹30.5, with a percent change of 2.25 and a net change of 0.67. This indicates a slight increase in the stock price."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,Reliance Power stock reached a high of₹30.65 and a low of₹29.5 on the current day.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,The current price of Reliance Power stock is₹29.97 with a percent change of 0.47 and a net change of 0.14. This indicates a slight increase in the stock price.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,The current data for Reliance Power stock shows a price of₹29.83 with a percent change of -3.65 and a net change of -1.13. This indicates a decrease in the stock price.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹28.34, down -4.99% from yesterday's ₹29.83",10 Apr 2024,"On the last day of trading, Reliance Power on the BSE had a volume of 4,506,781 shares with a closing price of₹30.96."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"Reliance Powerstock closed at₹22.13 today, marking a 4.98% increase from the previous day's closing price of₹21.08. The net change in the stock price was₹1.05."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,Reliance Power stock's price fluctuated between a low of₹20.6 and a high of₹22.13 on the current day.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"Reliance Power Ltd stock has recorded a 52-week low price of 9.05000 and a high price of 33.15000. This data indicates significant volatility in the stock's performance over the past year, with a wide range between the low and high prices."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"Reliance Powerstock is currently trading at₹22.13, with a percent change of 4.98 and a net change of 1.05. This indicates a significant increase in the stock price, showing positive momentum. Investors may find this stock attractive for potential investment opportunities."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"The current data shows thatReliance Powerstock is priced at₹21.46, with a 1.8% increase in value. The net change is 0.38, indicating a positive movement in the stock price. This suggests that Reliance Power stock is experiencing a slight upward trend in the market.Click here forReliance Power Board Meetings"
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,Reliance Power stock had a low price of₹20.6 and a high price of₹21.64 on the current day.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,The current data forReliance Powerstock shows that the price is₹21.15 with a percent change of 0.33 and a net change of 0.07. This indicates a slight increase in the stock price.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"As per the Technical Analysis, short term trend of Reliance Power share is Bearish and long term trend is Moderately Bearish"
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,Reliance Power stock's price fluctuated between a low of₹20.6 and a high of₹21.64 on the current day.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,The current data forReliance Powerstock shows that the price is₹20.73 with a percent change of -1.66 and a net change of -0.35. This indicates a slight decrease in the stock price.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,The current data forReliance Powerstock shows that the price is₹20.8 with a percent change of -1.33% and a net change of -0.28. This indicates a slight decrease in the stock price.Click here forReliance Power News
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,Reliance Power stock reached a high of₹21.64 and a low of₹20.6 on the current trading day.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,Reliance Power stock's low price today was₹20.6 and the high price was₹21.64.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"Reliance Power stock is currently priced at₹20.93, which reflects a decrease of 0.71% with a net change of -0.15."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,The current data for Reliance Power stock shows that the price is₹21.05 with a percent change of -0.14% and a net change of -0.03. This indicates a slight decrease in the stock price.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,Reliance Power stock's price fluctuated between a low of₹20.6 and a high of₹21.64 on the current day.
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"Reliance Power stock is currently priced at₹20.8, reflecting a decrease of 1.33% or a net change of -0.28."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,No Content Available
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"The current data for Reliance Power stock shows the price at₹21.08, with a percent change of 3.43 and a net change of 0.7. This indicates that the stock has experienced a slight increase in value."
"Reliance Power share price NSE Live :Reliance Power closed today at ₹22.13, up 4.98% from yesterday's ₹21.08",15 Mar 2024,"On the last day, Reliance Power had a trading volume of 3,574,683 shares on the BSE with a closing price of₹20.38."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"Reliance Power's stock closed at₹18.27 today, marking a 4.76% increase from yesterday's closing price of₹17.44. The net change in the stock price is₹0.83."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,No Content Available
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,The Reliance Power stock reached a low of₹17.62 and a high of₹18.65 today.
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The current data for Reliance Power stock shows that the price is₹18.27, which represents a 4.76% increase. The net change is 0.83, indicating a positive movement in the stock.Click here forReliance Power AGM"
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The 52 week low price of Reliance Power Ltd stock is 9.05000, while the 52 week high price is 25.00000."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,The stock price of Reliance Power has increased by 5.16% and the net change in the stock price is₹0.9. The current stock price of Reliance Power is₹18.34.
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The current price of Reliance Power stock is₹18.14, which represents a 4.01% increase from the previous trading day. The net change in price is 0.7."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,No Content Available
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The current data shows that the stock price of Reliance Power is₹18.18. It has experienced a percent change of 4.24, indicating an increase in value. The net change in the stock price is 0.74, suggesting a positive movement in the stock."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The current data for Reliance Power stock shows that the stock price is₹18.14, with a percent change of 4.01 and a net change of 0.7. This means that the stock price has increased by 4.01% from its previous value and has gained 0.7 points. Overall, this indicates that the stock is performing well and experiencing positive growth."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,No Content Available
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,Reliance Power stock had a low price of₹17.62 and a high price of₹18.65 on the current day.
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The current data of Reliance Power stock shows that the price is₹18.19. There has been a percent change of 4.3, which indicates an increase in the stock price. The net change in the stock price is 0.75, suggesting a positive movement."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The current stock price of Reliance Power is₹18.22. It has experienced a 4.47% increase, with a net change of 0.78."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,No Content Available
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,No Content Available
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The current data for Reliance Power stock shows that the stock price is₹18.43, which is a 5.68% increase from the previous value. The net change in the stock price is 0.99.Click here forReliance Power Profit Loss"
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"The current stock price of Reliance Power is₹18.47, with a percent change of 5.91 and a net change of 1.03. This indicates that the stock price has increased by 5.91% and has gained 1.03 points."
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,No Content Available
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,Reliance Power stock reached a low of₹17.62 and a high of₹18.44 on the current day.
"Reliance Power share price update :Reliance Power closed today at ₹18.27, up 4.76% from yesterday's ₹17.44",29 Aug 2023,"On the last day of trading,Reliance Powerhad a volume of 13,461,991 shares on the Bombay Stock Exchange. The closing price for the day was₹17.44."
Reliance Power share price live: Stock Peers,"10 May 2024, 06:08:29 PM IST","Today, Reliance Power's stock price increased by 0.85% to reach₹24.98, outperforming its peers. While KPI Green Energy is declining, Jaiprakash Power Ventures, Rattanindia Enterprises, and Nava are all experiencing gains. In general, the benchmark indices Nifty and Sensex are up by 0.44% and 0.36%, respectively."
Reliance Power share price live: Stock Peers,"10 May 2024, 05:37:41 PM IST","Reliance Power stock's low price for the day was₹24.36, while the high price reached was₹25.39."
Reliance Power share price live: Stock Peers,"10 May 2024, 03:54:36 PM IST","Reliance Powershare price closed the day at₹24.98 - a 0.85% higher than the previous closing price. For the next trading session key resistances to watch for are 25.52 , 25.98 , 26.57. On the other hand key support levels could be found at 24.47 , 23.88 , 23.42.Please note these support and resistance levels are derived from the classic pivot table."
Reliance Power share price live: Stock Peers,"10 May 2024, 03:20:58 PM IST",Reliance Power share price is at₹25.03 and is still trading between the key support and resistance levels of₹24.45 and₹25.6 on a daily timeframe. If it crosses the support of₹24.45 then we can expect a further bearish movement. On the other hand if the price crosses 25.6 then it will lead to a bullish movement.
Reliance Power share price live: Stock Peers,"10 May 2024, 02:50:10 PM IST","The volume of Reliance Power traded by 2 PM is 7.06% higher than yesterday, with the price trading at₹25.01, up by 0.97%. Volume traded is a key indicator, along with price, for analyzing trends. A positive price movement with increased volume indicates a sustainable uptrend, while a negative price movement with higher volume could signal further price declines."
Reliance Power share price live: Stock Peers,"10 May 2024, 02:41:07 PM IST","The stock price has been moving between the 25.08 and 24.72 levels in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support at 24.72 and selling near the hourly resistance at 25.08.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power share price live: Stock Peers,"10 May 2024, 02:00:58 PM IST",Reliance Power share price is at₹25.03 and is still trading between the key support and resistance levels of₹24.45 and₹25.6 on a daily timeframe. If it crosses the support of₹24.45 then we can expect a further bearish movement. On the other hand if the price crosses 25.6 then it will lead to a bullish movement.
Reliance Power share price live: Stock Peers,"10 May 2024, 01:52:38 PM IST","The trading volume of Reliance Power until 1 PM has increased by 16.53% compared to yesterday, while the price is trading at₹25, showing a 0.93% increase. Volume traded, in conjunction with price, is a key factor in analyzing market trends. A price increase accompanied by higher volume indicates a sustainable upward trend, whereas a price decrease with higher volume could signal further price declines."
Reliance Power share price live: Stock Peers,"10 May 2024, 01:35:57 PM IST",The stock price has been moving between 25.18 and 24.53 levels in the last hour. Traders may want to consider rangebound trading strategies by buying near the hourly support at 24.53 and selling near the hourly resistance at 25.18.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power share price live: Stock Peers,"10 May 2024, 01:07:40 PM IST",Reliance Power stock reached a high of₹25.39 and a low of₹24.36 on the current day.
Reliance Power share price live: Stock Peers,"10 May 2024, 12:52:21 PM IST","The volume of Reliance Power traded until 12 AM is 43.76% higher than the previous day, with the price trading at₹25, showing a 0.93% increase. Volume traded is a crucial factor, along with price, for analyzing trends. A positive price trend accompanied by increased volume indicates a sustainable upward movement, while a negative price trend with higher volume could signal a potential further decrease in prices."
Reliance Power share price live: Stock Peers,"10 May 2024, 12:34:50 PM IST","The stock price has been moving between the levels of 25.34 and 24.95 in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support at 24.95 and selling near the hourly resistance at 25.34.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power share price live: Stock Peers,"10 May 2024, 12:23:00 PM IST",Reliance Power share price is at₹24.94 and is still trading between the key support and resistance levels of₹24.45 and₹25.6 on a daily timeframe. If it crosses the support of₹24.45 then we can expect a further bearish movement. On the other hand if the price crosses 25.6 then it will lead to a bullish movement.
Reliance Power share price live: Stock Peers,"10 May 2024, 11:50:27 AM IST","The trading volume of Reliance Power by 11 AM is 39.85% higher than yesterday, with the price at₹25.12, up by 1.41%. Both volume traded and price are crucial indicators for analyzing trends. A positive price trend accompanied by increased volume suggests a sustainable upward movement, while a negative price trend with higher volume may indicate a potential decline in prices."
Reliance Power share price live: Stock Peers,"10 May 2024, 11:35:05 AM IST","The stock price has been moving between levels of 25.52 and 24.49 in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support level of 24.49 and selling near the hourly resistance level of 25.52.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power share price live: Stock Peers,"10 May 2024, 11:21:03 AM IST",Reliance Power share price is at₹25.17 and is still trading between the key support and resistance levels of₹24.45 and₹25.6 on a daily timeframe. If it crosses the support of₹24.45 then we can expect a further bearish movement. On the other hand if the price crosses 25.6 then it will lead to a bullish movement.
Reliance Power share price live: Stock Peers,"10 May 2024, 11:12:57 AM IST","Reliance Power's stock price rose by 1.33% today to reach₹25.1, outperforming its peers. While KPI Green Energy saw a decline in its share price, Jaiprakash Power Ventures, Rattanindia Enterprises, and Nava experienced an upward trend. The benchmark indices Nifty and Sensex also saw gains of 0.32% and 0.36% respectively."
Reliance Power share price live: Stock Peers,"10 May 2024, 10:53:24 AM IST","The trading volume of Reliance Power by 10 AM is 52.60% higher than the previous day, with the stock price at₹25.04, up by 1.09%. Volume traded, in conjunction with price, is a key factor in analyzing market trends. A rise in price accompanied by increased trading volume indicates a potentially lasting upward trend, while a decline in price with higher volume may suggest further price decreases."
Reliance Power share price live: Stock Peers,"10 May 2024, 10:38:59 AM IST",Reliance Power touched a high of 25.39 & a low of 24.36 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power share price live: Stock Peers,"10 May 2024, 09:53:36 AM IST","Today, Reliance Power's stock price increased by 1.25% to reach₹25.08, outperforming its peers. While KPI Green Energy, Rattanindia Enterprises, and Nava saw declines, Jaiprakash Power Ventures, another peer, experienced a rise. The benchmark indices Nifty and Sensex also showed gains, with Nifty up by 0.3% and Sensex up by 0.63%."
Reliance Power share price live: Stock Peers,"10 May 2024, 09:36:17 AM IST",Reliance Power share price is at₹24.69 and is still trading between the key support and resistance levels of₹24.45 and₹25.6 on a daily timeframe. If it crosses the support of₹24.45 then we can expect a further bearish movement. On the other hand if the price crosses 25.6 then it will lead to a bullish movement.
Reliance Power share price live: Stock Peers,"10 May 2024, 09:22:51 AM IST","The share price of Reliance Power has decreased by -0.24% and is currently trading at₹24.71. Over the past year, the price of Reliance Power shares has increased by 107.98% to₹24.71. In contrast, the Nifty has risen by 20.21% to 21957.50 during the same one-year period."
Reliance Power share price live: Stock Peers,"10 May 2024, 08:16:07 AM IST",The trading volume yesterday was 30.79% lower than the 20 day average. Yesterday’s NSE volume was 14 mn & BSE volume was 3 mn.
Reliance Power share price live: Stock Peers,"10 May 2024, 08:00:52 AM IST",The stock traded in the range of₹25.99 &₹24.55 yesterday to end at₹25.76. The stock's continued downtrend suggests a bearish trend is underway.
Reliance Power share price update : Shareholding information,"10 May 2024, 07:32:59 PM IST",Reliance Power has a ROE of -3.57% in the most recent fiscal year. It has a return on investment of value of -1.22% in the last fiscal year. The consensus estimates of ROE in the current and upcoming fiscal year are 0.00% & 0.00% respectively.
Reliance Power share price update : Shareholding information,"10 May 2024, 07:02:31 PM IST","Reliance Power has experienced a significant decrease in EPS of -99999.99% and a slight decrease in revenue of -0.09% over the past 3 years. In the last twelve months, the company's revenue was 76505.00 cr, which is 1.43% higher than the revenue of the previous fiscal year. The company is predicted to have a growth of �% in revenue and �% in profit for the upcoming quarter."
Reliance Power shares jump 11% to hit one-year high; here's what analysts say,13 Nov 2023,"Reliance Power said its consolidated net loss narrowed to Rs 237.76 crore in Q2 FY24 due to higher revenues.
The company's consolidated net loss stood at Rs 340.26 crore in the year-ago period.
Total income rose 9.55 per cent to Rs 2,130.83 crore during the quarter."
"Multibagger Stock: Reliance Power shares hit 52-week high, up 900% in 3 years; should investors consider buying?",05 Jan 2024,"Reliance Power: Extending gains for the 6th consecutive session, the stock has gained 8 percent in intra-day deals today. Between December 29 and January 5, it has advanced 47.6 percent. Reliance Power: The stock has given multibagger returns in the last 1 year, jumping 114 percent.   Shares of Anil Ambani-backed Reliance Power have given exceptional returns in the last 3 years. The stock has surged from ₹3.3 in January 2021 to currently trade at its 52-week high of ₹33, soaring as much as 900 percent in these 3 years. The stock has also given multibagger returns in the last 1 year, jumping 114 percent. Just in the 5 sessions of January, it has advanced almost 36 percent, extending gains for the 3rd straight month. Meanwhile, it rose 10.17 percent in December 2023 and almost 24 percent in November 2023."
"Reliance Power Consolidated September 2023 Net Sales at Rs 2,052.26 crore, up 10.11% Y-o-Y",01 Nov 2023," Reported Consolidated quarterly numbers for Reliance Power are:
Net Sales at Rs 2,052.26 crore in September 2023 up 10.11% from Rs. 1,863.82 crore in September 2022.

Quarterly Net Loss at Rs. 237.76 crore in September 2023 up 30.12% from Rs. 340.26 crore in September 2022.

EBITDA stands at Rs. 810.67 crore in September 2023 up 24.89% from Rs. 649.09 crore in September 2022.

Reliance Power shares closed at 17.10 on October 31, 2023 (NSE) and has given 40.74% returns over the last 6 months and 6.21% over the last 12 months."
 Reliance Power Share Price Updates: Reliance Power Closes Steady at Rs 21.20,07 Sep 2023," Stay up-to-date with the Reliance Power Stock Liveblog, your trusted source for real-time updates and thorough analysis of a prominent stock. Explore the latest details on Reliance Power, including: Last traded price 21.2, Market capitalization: 7955.99, Volume: 136638280, Price-to-earnings ratio -13.09, Earnings per share -1.62. Get a comprehensive understanding of Reliance Power with our coverage of both fundamental and technical indicators. Stay informed about breaking news that can have a significant impact on Reliance Power's performance. Our expert opinions and recommendations empower you to make well-informed investment choices. Trust the Reliance Power Stock Liveblog to keep you informed and equipped in the dynamic market landscape. The data points are updated as on 07-09-2023 15:39 IST
"
" Vodafone Idea, Suzlon to Reliance Power: These 10 multibagger penny stocks give up to 250% return in 2023",30 Dec 2023," Shares of this Anil Ambani-backed company remained under sell off pressure after ushering in 2023. However, it bottomed out at ₹9.15 apiece levels on NSE at the end of March 2023. In FY24, Reliance Power shares gave sharp upside movement and ended at ₹23.30 apiece levels on last trade session of the year. so, this stock is one of the multibagger penny stocks that Indian stock market has delivered in FY24. This Anil Ambani-backed penny stock has delivered over 150 per cent return in FY 2023-24. However, due to selling pressure in first three months of 2023, net return of the penny stock falls around 60 per cent in YTD time.
"
 Buy or sell stock: Reliance Power share price takes a pause after 35% rise in eight days,27 Mar 2024," Reliance Power share price today opened lower and went on to touch an intraday low of ₹26.75 apiece on NSE, logging near 3% dip from its Tuesday's close . Reliance Power share price witnessed profit-booking after an uptrend for more than a week. After bottoming out at nearly ₹20 per share level, this Anil Ambani-backed company's stock price has been hitting the upper circuit regularly. Since Monday last week, Reliance Power share price has touched the upper circuit on all sessions except on Tuesday last week. Reliance Power shares ended at ₹20.40 apiece on 13th March 2024. It witnessed strong buying interest on 14th March and that interest has been continuing till date. In the last eight straight sessions, Reliance Power share price has ascended from ₹20.40 to ₹27.60 apiece levels on NSE, logging around 35 percent appreciation in this time. Reliance Power share price today opened upside and went on to touch an intraday high of ₹27.60 per share, locking in a 5 percent upper circuit within a few minutes of the stock market's opening bell.   According to stock market experts, Reliance Power shares are ascending on the buzz that the Anil Ambani-backed company has settled its dues with ICICI Bank, Axis Bank, and DBS Bank. They said that fresh capital infusion news is also a reason for the rise in Reliance Power share price. They advised Reliance Power shareholders to hold the scrip maintaining stop loss at ₹22. The stock may go up to ₹34 on breaching the hurdle placed at ₹30 on a closing basis.
    On reasons that are fueling Reliance Power share price today, Parth Shah, Research Analyst at StoxBox said, ""Reliance Power shares are ascending on debt reduction buzz. The stock ascended after the news reports that Reliance Power has settled dues with ICICI Bank, Axis Bank, and DBS Bank, with only a working capital loan left on its books from IDBI Bank.""

The StoxBox expert went on to add that some credit for appreciation in Reliance Power shares can be attributed to the capital infusion news as well.
""The recent gains in Reliance Power shares have been supported by the capital infusion and investment proposal from Reliance Commercial Finance as well,"" said Parth Shah.


"
 Reliance Power share price target,27 Mar 2024," Expecting a further rise in Reliance Power shares, Sumeet Bagadia, Executive Director at Choice Broking said, ""Reliance Power share price is currently in ₹22 to ₹30 price band. The stock may go up to ₹34 apiece level if it manages to breach ₹30 apiece level on a closing basis. So, those who have Reliance Power shares in stock portfolio, are advised to hold Reliance Power shares maintaining strict stop loss at ₹22 level.""

"
 Jaiprakash Power Ventures Ltd Surges 4.96% ,05 Apr 2024," Jaiprakash Power Ventures Ltd gained 4.96% today to trade at Rs 19.48. The S&P BSE Utilities index is up 0.51% to quote at 5808.6. The index is up 3.62 % over last one month. Among the other constituents of the index, Reliance Power Ltd increased 2.45% and Waaree Renewables Technologies Ltd added 1.86% on the day. The S&P BSE Utilities index went up 105.64% over last one year compared to the 24.16% surge in benchmark
SENSEX.
Jaiprakash Power Ventures Ltd has added 10.68% over last one month compared to 3.62% gain in S&P BSE Utilities index and 0.27% rise in the SENSEX. On the BSE, 28.37 lakh shares were traded in the counter so far compared with average daily volumes of 44.45 lakh shares in the past one month. The stock hit a record high of Rs 23.99 on 12 Feb 2024. The stock hit a 52-week low of Rs 5.57 on 15 May 2023.
by make trip""

"
